401;68.8
402;68.4
403;68.8
404;70.3
405;70.1
406;68.2
407;65.8
408;64.9
409;65.4
410;65.6
411;64.1
412;66.2
413;65.8
414;67.3
415;65.6
416;63.2
417;62.8
418;62.8
419;63
420;62.8
421;66.7
422;64.3
423;63.9
424;64.7
425;65.8
426;63.4
427;61.7
428;64.3
429;64.5
430;63.9
431;65.8
432;68.6
433;67.5
434;66.2
435;69.9
436;70.8
437;72.7
438;74.2
439;76.8
440;77.2
441;78.9
442;79.1
443;82.6
444;84.3
445;83.9
446;87.5
447;86.2
448;87.3
449;89.7
450;90.8
451;92
452;94.4
453;96.3
454;95.9
455;96.6
456;96.6
457;96.6
458;97.4
459;97.4
460;100.4
461;103.9
462;104.3
463;102.8
464;102.2
465;104.7
466;103.2
467;107.1
468;111.8
469;108.4
470;108
471;106
472;105.2
473;106
474;109.9
475;107.3
476;108.2
477;109
478;105.6
479;106
480;106.9
481;108.8
482;104.5
483;105.8
484;107.5
485;104.1
486;101.1
487;101.1
488;102.4
489;100.4
490;100.4
491;98.7
492;93.8
493;92.3
494;89.5
495;86.7
496;83.7
497;80.2
498;77
499;76.6
500;74.2
501;73.5
502;71.2
503;68.8
504;65.2
505;62.8
506;59.1
507;58.1
508;54.6
509;54.4
510;52.9
511;51.2
512;50.1
513;48.6
514;46.9
515;46.2
516;44.9
517;44.1
518;43.4
519;41.3
520;39.6
521;38.5
522;38.3
523;38.9
524;38.3
525;37.2
526;35.7
527;33.5
528;32.5
529;32.5
530;32.7
531;31
532;28.8
533;28.6
534;28
535;27.3
536;26.9
537;25.4
538;24.5
539;24.5
540;23.4
541;22.8
542;21.7
543;21.3
544;20.2
545;19.4
546;17.6
547;16.6
548;14.4
549;14.2
550;13.8
551;13.5
552;12.9
553;11.6
554;11.8
555;11
556;11
557;11
558;9.9
559;9.2
560;9
561;8
562;8.6
563;8.6
564;8.6
565;8.6
566;7.7
567;8.2
568;8.2
569;8.2
570;8.2
571;8.2
572;9
573;10.8
574;10.3
575;10.5
576;12
577;12.3
578;13.3
579;14
580;13.8
581;13.5
582;14
583;14.2
584;14.4
585;16.1
586;16.3
587;16.6
588;17.8
589;19.1
590;18.9
591;18.7
592;18.3
593;17.8
594;17.2
